category,amount,date,description
Work & Study - News & Subscriptions,-8.49,21/05/2017,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor qui"
Shopping - Other Shopping,-97.22,30/06/2014,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Ves"
Holiday & Travel - Vehicle Rentals,-535.09,12/06/2017,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non"
Health & Beauty - Doctors & Dentist,-216.71,29/05/2014,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id "
Shopping - Other Shopping,-64.57,27/05/2015,Suspendisse potenti. In eleifend quam a odio.
Shopping - Electronics & Appliances,-46.71,11/05/2016,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
Holiday & Travel - Vehicle Rentals,-179.37,23/06/2014,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sag"
Holiday & Travel - Other Travel,-12.27,7/08/2017,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus ur
Holiday & Travel - Flights,-213.44,2/07/2014,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi e"
Home - Services & Trades,-39.26,19/06/2015,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor qui"
Shopping - Clothing & Fashion,-261.56,5/02/2015,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante "
Food & Drinks - Restaurants,-55.01,13/09/2014,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl"
Health & Beauty - Gyms & Fitness,-45.41,17/09/2015,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie"
Home - Rent,-149.11,10/02/2015,Suspendisse potenti.
Work & Study - Course Fees,-153.19,20/05/2014,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc"
Entertainment - Media Subscriptions,-210.37,14/09/2015,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in f"
Banking & Finance - Loan Repayments,-81.26,12/01/2018,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibu
Banking & Finance - Loan Repayments,-237.62,17/05/2016,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nul"
Household Utilities - Other Household Utilities,-121.57,25/02/2014,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim bla"
Work & Study - Other Work & Study,-30.23,24/10/2014,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue
Food & Drinks - Other Food & Drinks,-10.69,1/01/2018,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.
Shopping - Sports & Outdoor,-93.89,8/12/2017,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nul"
Shopping - Electronics & Appliances,-8.39,15/09/2014,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi e"
Health & Beauty - Gyms & Fitness,-16.61,12/05/2014,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum m"
Shopping - Other Shopping,-36.52,8/05/2016,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui
Home - Rent,-48.15,7/09/2017,Pellentesque eget nunc.
Home - Services & Trades,-6.47,11/11/2017,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum q"
Health & Beauty - Eyewear,-36.93,6/04/2014,Cras in purus eu magna vulputate luctus.
Shopping - Other Shopping,-65.89,26/09/2014,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla nequ
Transport - Vehicle Maintenance,-169.60,17/10/2014,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phase"
Work & Study - Books & Stationery,-34.11,17/08/2017,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa qu
Holiday & Travel - Flights,-108.12,9/04/2017,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tinci
Household Utilities - Water,-94.58,23/06/2016,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in portt"
Entertainment - Events,-36.17,29/08/2016,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
Food & Drinks - Other Food & Drinks,-87.60,5/01/2014,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum "
Home - Rent,-502.59,1/03/2016,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sag"
Work & Study - News & Subscriptions,-44.00,28/01/2015,Praesent id massa id nisl venenatis lacinia.
Household Utilities - Other Household Utilities,-70.48,5/12/2015,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
Insurance - Car Insurance,-15.52,13/06/2017,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu mass"
Shopping - Clothing & Fashion,-155.83,24/04/2017,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
Groceries - Liquor Stores,-185.67,25/06/2017,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, mal"
Transport - Taxi & Rideshare,-79.91,12/04/2014,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, le"
Food & Drinks - Takeaways,-21.21,7/04/2017,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, le"
Holiday & Travel - Vehicle Rentals,-15.13,21/04/2017,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum m"
Entertainment - Media Subscriptions,-18.10,15/05/2015,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi
Food & Drinks - Bars & Pubs,-65.87,19/04/2015,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta
Work & Study - Course Fees,-80.86,4/04/2017,Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci
Work & Study - Other Work & Study,-57.48,24/05/2017,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante "
Shopping - Electronics & Appliances,-2.96,15/09/2014,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabit
Work & Study - Course Fees,-23.71,2/09/2015,"Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id,"
Transport - Fuel,-18.58,12/02/2016,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, na"
Groceries - Supermarkets,-42.66,13/03/2016,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices ma
Home - Rent,-241.40,5/08/2014,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nul"
Work & Study - Other Work & Study,-198.51,21/03/2016,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend "
Work & Study - Books & Stationery,-98.16,23/01/2016,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tin"
Food & Drinks - Cafes & Coffee,-76.60,17/04/2014,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in portt"
Entertainment - Events,-113.95,8/07/2015,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa
Food & Drinks - Bars & Pubs,-12.82,16/05/2016,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestib"
Miscellaneous - Other,-61.95,23/10/2014,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat i"
Banking & Finance - Loan Repayments,-23.34,20/09/2014,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem,"
Shopping - Clothing & Fashion,-40.19,25/03/2017,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
Food & Drinks - Restaurants,-662.01,28/01/2017,Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices a
Banking & Finance - ATM Withdrawals,-147.40,16/12/2016,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, mal"
Entertainment - Events,-30.89,4/11/2016,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam n
Insurance - Car Insurance,-71.44,10/06/2015,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. "
Entertainment - Media Subscriptions,-91.82,23/10/2014,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti."
Food & Drinks - Takeaways,-8.56,15/12/2017,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non 
Work & Study - Books & Stationery,-14.61,6/01/2015,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam 
Holiday & Travel - Hotels & Accomodation,-87.60,14/10/2014,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non 
Insurance - Car Insurance,-82.72,22/11/2017,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pr"
Food & Drinks - Takeaways,-38.15,11/01/2017,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pr"
Food & Drinks - Cafes & Coffee,-3.25,26/01/2017,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien "
Food & Drinks - Restaurants,-4.75,1/08/2016,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse ac
Transport - Taxi & Rideshare,-22.18,7/03/2015,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl"
Shopping - Electronics & Appliances,-62.13,7/01/2016,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, laci"
Health & Beauty - Doctors & Dentist,-198.40,24/09/2016,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla"
Household Utilities - Water,-106.15,9/04/2014,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis j
Transport - Public Transport,-89.58,7/02/2015,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin v"
Food & Drinks - Takeaways,-64.77,13/04/2014,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi vene"
Transport - Fuel,-6.57,8/04/2015,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, le"
Transport - Fuel,-26.88,16/07/2017,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacin
Holiday & Travel - Vehicle Rentals,-164.62,1/03/2016,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in f"
Food & Drinks - Bars & Pubs,-254.40,30/04/2017,Sed accumsan felis.
Home - Services & Trades,-174.43,13/08/2015,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui
Food & Drinks - Restaurants,-24.68,18/09/2015,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus ur
Insurance - Car Insurance,-201.99,13/10/2017,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cu
Holiday & Travel - Other Travel,-252.62,6/08/2014,Sed ante. Vivamus tortor. Duis mattis egestas metus.
Household Utilities - Water,-29.37,27/02/2015,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse plate
Shopping - Sports & Outdoor,-26.66,2/04/2014,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum ju"
Home - Rent,-146.80,18/04/2014,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nul"
Transport - Fuel,-10.74,17/04/2016,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula ne"
Miscellaneous - Other,-19.48,4/09/2016,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
Shopping - Sports & Outdoor,-20.04,11/09/2016,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus ur
Household Utilities - Phone & Internet,-98.52,3/07/2016,Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa te
Home - Rent,-110.90,22/01/2018,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sag"
Health & Beauty - Eyewear,-11.22,4/04/2017,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc"
Health & Beauty - Eyewear,-50.06,19/01/2015,Donec semper sapien a libero. Nam dui.
Work & Study - Course Fees,-2.48,5/11/2016,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue
Holiday & Travel - Flights,-39.36,9/04/2014,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac dia"
Food & Drinks - Restaurants,-69.90,18/09/2017,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
Shopping - Other Shopping,-17.25,12/11/2017,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero qu"
Transport - Taxi & Rideshare,-52.51,3/01/2017,Proin at turpis a pede posuere nonummy.
Food & Drinks - Cafes & Coffee,-186.51,23/11/2015,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla nequ
Household Utilities - Other Household Utilities,-197.56,4/06/2016,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobo"
Health & Beauty - Eyewear,-224.59,12/04/2015,Vestibulum ac est lacinia nisi venenatis tristique.
Home - Rent,-1.84,20/01/2015,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue
Shopping - Sports & Outdoor,-77.56,27/10/2015,Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient monte
Food & Drinks - Takeaways,-22.94,7/08/2015,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viver
Holiday & Travel - Flights,-152.47,18/08/2014,Sed accumsan felis. Ut at dolor quis odio consequat varius.
Shopping - Electronics & Appliances,-139.53,19/05/2014,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum m"
Work & Study - Course Fees,-68.48,15/11/2015,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, laci"
Food & Drinks - Restaurants,-92.39,28/10/2017,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.
Household Utilities - Water,-56.49,12/02/2016,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse ac
Shopping - Other Shopping,-257.21,24/09/2016,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at "
Food & Drinks - Restaurants,-162.97,26/09/2014,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante "
Holiday & Travel - Flights,-357.76,19/12/2017,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis nato
Shopping - Sports & Outdoor,-68.15,12/05/2014,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibu
Entertainment - Media Subscriptions,-79.24,2/10/2014,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magn
Groceries - Supermarkets,-149.54,16/06/2017,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursu"
Shopping - Sports & Outdoor,-93.03,14/01/2018,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa
Shopping - Electronics & Appliances,-47.64,8/12/2016,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non 
Transport - Vehicle Maintenance,-74.19,26/04/2016,"Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id,"
Shopping - Clothing & Fashion,-175.36,13/03/2016,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi e"
Food & Drinks - Other Food & Drinks,-24.73,3/02/2017,Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices a
